,code,lat,lon
859,ERF,50.9754,10.9626
860,ERH,31.9525,-4.4067
861,ERI,42.0829,-80.1824
862,ERM,-27.6608,-52.2756
863,ERS,-22.6125,17.0819
864,ERZ,39.9567,41.1697
865,ESB,40.1289,32.9961
866,ESC,45.718,-87.0942
867,ESD,48.7073,-122.909
868,ESM,0.9717,-79.6219
869,ESR,-26.3083,-69.7517
870,ESS,51.4078,6.93968
871,ESU,31.5147,-9.76532
872,ETH,29.5541,34.9554
873,ETZ,48.9788,6.24722
874,EUA,45.9034,-116.982
875,EUG,44.1184,-123.213
876,EUM,54.1667,9.98333
877,EUN,27.15,-13.2
878,EUX,17.5031,-62.9736
879,EVE,68.489,16.6806
880,EVG,62.0466,14.4187
881,EVN,40.1573,44.4065
882,EVV,38.0464,-87.5308
883,EWB,41.6735,-70.9579
884,EWD,61.1021,-149.924
885,EWN,35.0786,-77.0343
886,EWR,40.6924,-74.1843
887,EXT,50.7303,-3.4166
888,EYP,5.35,-72.3833
889,EYW,24.5536,-81.7551
890,EZE,-34.82,-58.5333
891,EZS,38.6083,39.2917
892,FAB,51.2783,-0.7703
893,FAE,62.0625,-7.2708
894,FAI,64.8183,-147.866
895,FAO,37.0154,-7.97197
896,FAR,46.9195,-96.8243
897,FAT,36.7675,-119.717
898,FAV,-15.9969,-145.509
899,FAY,34.9914,-78.8889
900,FBM,-11.5908,27.5292
901,FCA,48.3075,-114.252
902,FCN,53.7849,8.59625
903,FCO,41.8026,12.2551
904,FDE,61.392,5.7615
905,FDF,14.5897,-61.0092
906,FDH,47.6747,9.52088
907,FEG,40.3833,71.7667
908,FEN,-3.8519,-32.4244
909,FEZ,33.9286,-4.9767
910,FGU,-15.9038,-140.494
911,FHZ,-8.64687,-131.787
912,FIH,-4.3847,15.445
913,FJR,25.1106,56.3267
914,FKB,48.781,8.08678
915,FKI,0.4808,25.3331
916,FKL,41.3766,-79.8573
917,FKQ,-2.46456,117.996
918,FKS,37.2314,140.429
919,FLA,1.5847,-75.5644
920,FLG,35.139,-111.675
921,FLL,26.0722,-80.1354
922,FLN,-27.6697,-48.5517
923,FLO,34.1936,-79.7289
924,FLR,43.8097,11.2003
925,FLW,39.4569,-31.1272
926,FMA,-26.21,-58.235
927,FMM,20.499,103.75
928,FMN,36.7387,-108.227
929,FMO,52.1312,7.69163
930,FMY,26.5815,-81.862
931,FNA,8.6181,-13.1994
932,FNC,32.6919,-16.7768
933,FNI,43.7618,4.42092
934,FNJ,39.1437,125.695
935,FNL,40.4505,-105.008
936,FNT,42.9756,-83.7411
937,FOC,26.0833,119.283
938,FOD,42.5523,-94.1819
939,FOG,41.4341,15.5438
940,FOR,-3.7758,-38.5322
941,FPO,26.5561,-78.6986
942,FRA,50.0483,8.57041
943,FRC,-20.5897,-47.3819
944,FRD,48.5252,-123.027
945,FRE,-8.1,159.583
946,FRL,44.1953,12.0686
947,FRO,61.5863,5.02484
948,FRS,16.9139,-89.8664
949,FRU,43.0603,74.4866
950,FRW,-21.16,27.4825
951,FSC,41.5022,9.0968
952,FSD,43.5813,-96.7317
953,FSM,36.1881,-94.4944
954,FSP,46.7708,-56.1667
955,FTA,-19.5267,170.215
956,FTE,-50.3333,-72.25
957,FTU,-25.0381,46.9556
958,FUE,28.3997,-13.9998
959,FUG,37.8882,-82.9323
960,FUJ,32.6726,128.836
961,FUK,33.5971,130.443
962,FUN,-8.52982,179.189
963,FUT,-14.25,-178.15
964,FWA,40.9883,-85.1899
965,FWM,56.8179,-5.1039
966,FYU,66.5714,-145.25
967,FZO,51.5194,-2.5761
968,GAE,33.8792,10.1028
969,GAF,34.4222,8.81944
970,GAJ,38.4109,140.37
971,GAL,64.7404,-156.931
972,GAM,63.7667,-171.738
973,GAN,-0.6912,73.16
974,GAO,20.143,-75.209
975,GAU,26.0857,91.5669
976,GAX,-2.7639,9.98581
977,GAY,24.7443,84.9493
978,GBD,38.352,-98.853
979,GBE,-24.5558,25.9189
980,GBJ,15.8714,-61.2647
981,GBT,36.8281,54.4392
982,GCC,44.3465,-105.533
983,GCI,49.4341,-2.60003
984,GCK,37.9267,-100.719
985,GCM,19.2925,-81.3589
986,GDE,5.93461,43.5318
987,GDL,20.5347,-103.322
988,GDN,54.3821,18.454
989,GDO,7.2111,-70.7583
990,GDQ,12.5167,37.45
991,GDT,21.4439,-71.1425
992,GDX,59.8984,150.71
993,GEA,-22.2667,166.467
994,GEG,47.625,-117.538
995,GEL,-28.2808,-54.1683
996,GEO,6.5003,-58.2542
997,GER,21.8375,-82.78
998,GES,6.1094,125.235
999,GET,-28.7975,114.706
1000,GEV,67.1345,20.8126
1001,GFF,-34.2454,146.068
1002,GFK,47.9494,-97.1762
1003,GFN,-29.7562,153.031
1004,GGG,32.3874,-94.7194
1005,GGT,23.5611,-75.8744
1006,GHA,32.3828,3.7964
1007,GHB,25.2839,-76.3308
1008,GHT,25.1325,10.1489
1009,GIB,36.1522,-5.3472
1010,GIC,-9.2622,142.214
1011,GIG,-22.8094,-43.25
1012,GIL,35.9192,74.3358
1013,GIS,-38.66,177.978
1014,GIZ,16.9069,42.5819
1015,GJA,16.4591,-85.9034
1016,GJL,36.7942,5.8769
1017,GJT,39.1217,-108.529
1018,GKA,-6.0828,145.396
1019,GLA,55.8646,-4.43234
1020,GLF,8.6525,-83.1828
1021,GLH,33.4819,-90.9903
1022,GLK,6.7786,47.4528
1023,GLN,28.9839,-10.0603
1024,GLO,51.8925,-2.1633
1025,GLT,-23.87,151.226
1026,GLV,64.5433,-163.033
1027,GMA,3.2347,19.7719
1028,GMB,13.4454,-15.3114
1029,GMP,37.5563,126.793
1030,GMR,-23.0831,-134.887
1031,GMZ,28.0252,-17.2148
1032,GNB,45.3614,5.33214
1033,GND,12.0056,-61.7867
1034,GNU,59.1218,-161.588
1035,GNV,29.6861,-82.277
1036,GOA,44.4119,8.84633
1037,GOH,64.1922,-51.6825
1038,GOI,15.3818,73.8265
1039,GOJ,56.2153,43.783
1040,GOM,-1.6661,29.2344
1041,GOP,22.5552,88.3685
1042,GOQ,36.8135,95.3498
1043,GOT,57.6693,12.2957
1044,GOU,9.3361,13.3756
1045,GOV,-12.2747,136.826
1046,GPA,38.1519,21.4272
1047,GPI,2.5806,-77.9083
1048,GPS,-0.45,-90.2625
1049,GPT,30.4133,-89.072
1050,GRB,44.4923,-88.1274
1051,GRJ,-34.005,22.3792
1052,GRK,31.0615,-97.8206
1053,GRO,41.8992,2.7646
1054,GRQ,53.1273,6.58249
1055,GRR,42.8841,-85.5307
1056,GRU,-23.435,-46.4728
1057,GRV,43.3964,45.6868
1058,GRW,39.0936,-28.0297
1059,GRX,37.1876,-3.77498
1060,GRY,66.5439,-18.0117
1061,GRZ,46.9902,15.4389
1062,GSE,57.7774,11.8648
1063,GSM,36.0347,14.3106
1064,GSO,36.1038,-79.9427
1065,GSP,34.8907,-82.2167
1066,GST,58.4246,-135.707
1067,GSY,53.4533,-0.2
1068,GTA,-8.72906,162.855
1069,GTE,-13.9743,136.462
1070,GTF,47.482,-111.356
1071,GTO,0.6339,122.846
1072,GTR,33.4516,-88.5876
1073,GTS,-31.875,136.081
1074,GUA,14.5819,-90.5275
1075,GUC,38.5356,-106.941
1076,GUM,13.4833,144.796
1077,GUR,-10.3108,150.339
1078,GUW,47.1133,51.8457
1079,GVA,46.2329,6.10682
1080,GVR,-18.8958,-41.9856
1081,GWD,25.2306,62.3389
1082,GWL,26.2843,78.2288
1083,GWT,54.9139,8.33126
1084,GWY,53.3016,-8.94049
1085,GXF,15.9625,48.7877
1086,GXG,-7.7547,15.2919
1087,GYA,-10.8276,-65.3993
1088,GYD,40.3781,49.8028
1089,GYE,-2.1533,-79.8833
1090,GYL,-16.6364,128.449
1091,GYM,27.9689,-110.924
1092,GYN,-16.6294,-49.2261
1093,GZO,-8.0749,156.832
1094,GZT,36.9481,37.4783
1095,HAA,70.4849,22.1126
1096,HAC,33.1153,139.784
1097,HAD,56.6819,12.8164
1098,HAE,36.2306,-112.669
1099,HAH,-11.5319,43.2611
1100,HAJ,52.4586,9.69459
1101,HAK,20.0204,110.348
1102,HAM,53.6321,10.0042
1103,HAN,21.2263,105.815
1104,HAQ,6.75785,73.1472
1105,HAS,27.4433,41.6872
1106,HAU,59.3436,5.21246
1107,HAV,22.9894,-82.4075
1108,HBA,-42.8375,147.506
1109,HBE,30.9183,29.6914
1110,HBT,23.9176,45.0811
1111,HBX,15.364,75.1131
1112,HCN,22.0403,120.735
1113,HCR,62.2016,-159.77
1114,HDB,49.4167,8.71667
1115,HDD,25.3142,68.3656
1116,HDF,53.8788,14.1383
1117,HDM,34.8692,48.5522
1118,HDN,40.485,-107.219
1119,HDS,-24.3578,31.0444
1120,HDY,6.9294,100.399
1121,HEA,34.2069,62.2267
1122,HEH,20.7439,96.7944
1123,HEI,54.153,8.89555
1124,HEK,50.25,127.3
1125,HEL,60.3243,24.9688
1126,HER,35.3397,25.1836
1127,HET,40.8543,111.821
1128,HFA,32.8111,35.0417
1129,HFE,31.7712,117.301
1130,HFS,60.026,13.5817
1131,HFT,70.6808,23.676
1132,HGA,9.5186,44.0903
1133,HGD,-20.8127,144.225
1134,HGH,30.3332,120.234
1135,HGL,51.0908,10.4542
1136,HGN,19.2989,97.9764
1137,HGU,-5.8272,144.295
1138,HHH,32.2267,-80.6989
1139,HHN,49.9454,7.26851
1140,HHQ,12.6281,99.95
1141,HHZ,-18.0363,-142.616
1142,HIB,47.3934,-92.8418
1143,HID,-10.5858,142.293
1144,HIJ,34.4368,132.922
1145,HIL,19.7192,-155.082
1146,HIN,35.085,128.072
1147,HIR,-9.4211,160.053
1148,HIS,-20.0543,148.884
1149,HJJ,34.668,104.166
1150,HJR,24.8496,79.9367
1151,HKB,63.8667,-148.967
1152,HKD,41.7706,140.824
1153,HKG,22.3124,113.929
1154,HKK,-42.7141,170.989
1155,HKN,-5.4628,150.404
1156,HKT,8.1106,98.3125
1157,HLA,-25.9353,27.925
1158,HLD,49.2,119.7
1159,HLH,46.0935,122.021
1160,HLN,46.6104,-111.99
1161,HLY,53.3167,-4.63333
1162,HLZ,-37.8632,175.328
1163,HMA,61.0286,69.0919
1164,HME,31.6739,6.1428
1165,HMO,29.0967,-111.047
1166,HMV,62.1984,17.5514
1167,HNA,39.4315,141.135
1168,HND,35.5533,139.771
1169,HNH,58.0966,-135.41
1170,HNL,21.3358,-157.919
1171,HNM,20.7944,-156.015
1172,HNS,59.2439,-135.524
1173,HOB,32.6929,-103.215
1174,HOD,14.755,42.9858
1175,HOE,20.5,103.75
1176,HOF,23.9176,45.0811
1177,HOG,20.7853,-76.315
1178,HOH,47.3833,9.7
1179,HOI,-18.0753,-140.946
1180,HOM,59.6408,-151.499
1181,HON,44.3833,-98.2333
1182,HOQ,50.2893,11.866
1183,HOR,38.52,-28.7172
1184,HOU,29.6572,-95.2795
1185,HOV,62.1804,6.07624
1186,HPA,-19.8,-174.35
1187,HPB,61.5262,-166.142
1188,HPH,20.8192,106.726
1189,HPN,41.0693,-73.7042
1190,HRB,45.6281,126.252
1191,HRE,-17.9228,31.1014
1192,HRG,27.1858,33.7981
1193,HRK,49.9245,36.2946
1194,HRL,26.2216,-97.663
1195,HRT,54.0486,-1.25333
1196,HSG,33.1508,130.302
1197,HSL,65.7024,-156.387
1198,HSN,29.935,122.359
1199,HSV,34.6492,-86.7767
1200,HTA,52.1138,113.498
1201,HTG,71.9751,102.493
1202,HTI,-20.3563,148.95
1203,HTN,40.5,78.5
1204,HTS,38.37,-82.5542
1205,HUH,-16.6867,-151.019
1206,HUI,16.3988,107.7
1207,HUN,24.0257,121.613
1208,HUQ,29.1117,15.9661
1209,HUS,66.0443,-154.258
1210,HUV,61.7683,17.0855
1211,HUX,15.7739,-96.2625
1212,HUY,53.5833,-0.34925
1213,HUZ,23.0957,114.398
1214,HVA,-14.6289,47.7667
1215,HVB,-25.2839,152.836
1216,HVD,48.0167,91.6333
1217,HVG,71.0099,25.9767
1218,HVN,41.2709,-72.89
1219,HVR,48.5461,-109.773
1220,HYA,41.6667,-70.2863
1221,HYD,17.4522,78.4629
1222,HYG,55.205,-132.822
1223,HYL,55.4833,-132.65
1224,HYN,60.8929,15.9744
1225,HYS,38.8546,-99.2737
1226,HZG,33.0677,107.007
1227,HZH,32.7833,106.667
1228,IAA,67.4538,86.4912
1229,IAD,38.9556,-77.4484
1230,IAG,43.1,-78.9423
1231,IAH,29.9784,-95.3424
1232,IAM,28.0511,9.6381
1233,IAN,66.9699,-160.429
1234,IAS,47.1814,27.617
1235,IBA,7.3608,3.9781
1236,IBE,4.425,-75.1394
1237,IBZ,38.8755,1.36851
1238,ICI,-17.7518,-179.307
1239,ICN,37.4534,126.657
1240,ICT,37.6531,-97.43
1241,IDA,43.5147,-112.068
1242,IDR,22.7197,75.807
1243,IEG,52.1282,15.7975
1244,IEV,50.4069,30.4456
1245,IFJ,66.0548,-23.1301
1246,IFN,32.7514,51.8639
1247,IFO,48.8833,24.6833
1248,IFP,35.1657,-114.557
1249,IGA,20.9767,-73.6656
1250,IGG,59.3167,-155.9
1251,IGM,35.2692,-113.957
1252,IGR,-25.7422,-54.4753
1253,IGS,49.6622,9.9275
1254,IGU,-25.5958,-54.4864
1255,IHR,32.4207,53.6824
1256,IIL,32.4207,53.6824
1257,IJK,56.8346,53.2026
1258,IKA,35.5683,51.4436
1259,IKO,52.9389,-168.868
1260,IKS,71.6969,128.908
1261,IKT,52.2604,104.404
1262,ILF,56.0557,-95.5897
1263,ILI,59.7555,-154.918
1264,ILM,34.2668,-77.912
1265,ILN,39.4348,-83.7982
1266,ILO,10.7144,122.544
1267,ILP,-22.609,167.478
1268,ILR,8.4397,4.4947
1269,ILY,55.6835,-6.24856
1270,ILZ,49.2333,18.6179
1271,IMF,24.7611,93.8972
1272,IMK,29.9667,81.8333
1273,IMP,-5.5303,-47.4669
1274,IMT,45.8153,-88.1185
1275,INC,38.4999,106.146
1276,IND,39.7322,-86.2707
1277,INH,-23.8731,35.4058
1278,INI,43.3381,21.8547
1279,INL,48.5661,-93.3978
1280,INN,47.2591,11.3566
1281,INT,36.1361,-80.2294
1282,INU,-0.54855,166.921
1283,INV,57.5399,-4.06352
1284,INZ,27.2453,2.5164
1285,IOA,39.6967,20.8258
1286,IOM,54.0819,-4.6269
1287,ION,1.5953,18.0522
1288,IOS,-14.8142,-39.0331
1289,IPA,-18.8134,169.166
1290,IPC,-27.1167,-109.367
1291,IPH,4.5669,101.096
1292,IPI,0.8611,-77.6681
1293,IPL,32.8332,-115.57
1294,IPN,-19.47,-42.4875
1295,IPT,41.2441,-76.9276
1296,IPW,52.0285,1.19325
1297,IQM,38.1333,85.5333
1298,IQN,36.1,107.783
1299,IQQ,-20.5356,-70.1842
1300,IQT,-3.7856,-73.3103
1301,IRA,-10.5,161.833
1302,IRC,65.8245,-144.063
1303,IRJ,-29.3847,-66.7833
1304,IRM,45.3517,-89.6665
1305,ISA,-20.6696,139.488
1306,ISB,33.6147,73.0967
1307,ISC,49.9167,-6.3
1308,ISG,24.3456,124.186
1309,ISN,48.1767,-103.631
1310,ISO,35.3243,-77.6115
1311,ISP,40.7891,-73.0984
1312,IST,40.9857,28.8163
1313,ITH,42.4898,-76.4627
1314,ITM,34.7857,135.439
1315,ITO,19.7126,-155.042
1316,IUE,-19.0787,-169.926
1317,IVC,-46.4124,168.309
1318,IVL,68.6064,27.4029
1319,IVR,-29.8892,151.142
1320,IWD,46.5208,-90.1344
1321,IWJ,-10.45,150.333
1322,IXA,23.89,91.2422
1323,IXB,26.7333,88.3333
1324,IXC,30.6751,76.7973
1325,IXD,25.4397,81.7361
1326,IXE,12.9812,74.8992
1327,IXG,15.8581,74.6189
1328,IXI,21.7866,82.7948
1329,IXJ,32.6917,74.8375
1330,IXL,34.1667,77.5833
1331,IXM,9.83543,78.0964
1332,IXR,23.3066,85.3353
1333,IXS,24.9667,92.5167
1334,IXU,19.8698,75.386
1335,IXW,22.8167,86.1667
1336,IXY,23.1119,70.1011
1337,IXZ,11.692,92.7097
1338,IYK,35.6606,-117.816
1339,IZO,35.4131,132.887
1340,JAC,43.6034,-110.736
1341,JAI,26.8165,75.8128
1342,JAL,19.5833,-96.8333
1343,JAN,32.3089,-90.0733
1344,JAV,69.25,-51
1345,JAX,30.4914,-81.676
1346,JCB,-27.1722,-51.5511
1347,JCH,68.8333,-51
1348,JCK,-20.669,141.722
1349,JCU,35.8879,-5.31601
1350,JDF,-21.7925,-43.385
1351,JDH,26.2564,73.0546
1352,JDO,-7.2181,-39.2706
1353,JDZ,29.293,117.203
1354,JED,21.706,39.1386
1355,JEF,38.593,-92.1652
1356,JEG,68.7075,-52.8069
1357,JEJ,7.58333,168.917
1358,JER,49.205,-2.19729
1359,JFK,40.6437,-73.79
1360,JFR,62,-49.65
1361,JGA,22.4633,70.0119
1362,JGC,35.9621,-112.133
1363,JGN,39.8574,98.3368
1364,JGO,69.25,-53.55
1365,JGS,27.1093,114.984
1366,JHB,1.6389,103.671
1367,JHG,22.0167,100.8
1368,JHM,20.9619,-156.676
1369,JHS,66.9273,-53.6754
1370,JHW,42.1528,-79.2666
1371,JIB,11.5467,43.1592
1372,JIJ,9.34587,42.7955
1373,JIK,37.6176,26.1614
1374,JIM,32.3834,-81.8349
1375,JIU,45.0377,23.2697
1376,JJN,24.9,118.583
1377,JJU,60.7483,-46.0317
1378,JKG,57.7522,14.0692
1379,JKH,38.345,26.1417
1380,JKL,37.5917,-83.315
1381,JLD,55.8848,12.8667
1382,JLN,37.147,-94.5019
1383,JLR,23.1778,80.0556
1384,JMK,37.4383,25.3472
1385,JMS,46.9243,-98.6788
1386,JMU,46.8333,130.35
1387,JNB,-26.1219,28.2467
1388,JNN,60.153,-45.2532
1389,JNS,61.1427,-45.4053
1390,JNU,58.3598,-134.583
1391,JNX,37.1,25.3833
1392,JNZ,39.1,121.717
1393,JOE,62.6629,29.6076
1394,JOG,-7.7889,110.43
1395,JOI,-26.223,-48.8046
1396,JOL,6.0553,121.009
1397,JPA,-7.1481,-34.9506
1398,JPR,-10.8703,-61.8461
1399,JQA,71.8021,-42.1772
1400,JRB,40.7039,-74.0129
1401,JRH,26.7286,94.1778
1402,JRO,-3.4278,37.0714
1403,JSA,26.8873,70.8636
1404,JSH,35.2113,26.1012
1405,JSI,39.1806,23.5056
1406,JSR,23.1833,89.1644
1407,JST,40.3208,-78.8306
1408,JSU,65.4177,-52.9269
1409,JSY,37.4236,24.95
1410,JTR,36.4033,25.4806
1411,JTY,36.5551,26.3533
1412,JUB,4.8722,31.5931
1413,JUJ,-24.3933,-65.0889
1414,JUL,-15.4642,-70.1544
1415,JUM,40.6152,-83.7891
1416,JUV,72.8,-56.15
1417,JUZ,36.8945,104.166
1418,JVA,-23.3548,43.6631
1419,JYR,28.7244,57.6683
1420,JYV,62.401,25.6748
1421,JZH,32.8369,103.682
1422,KAB,-16.5183,28.8853
1423,KAC,37.0333,41.0833
1424,KAD,10.695,7.3194
1425,KAJ,64.2845,27.6802
1426,KAL,64.3248,-158.725
1427,KAN,12.0444,8.5139
1428,KAO,65.9941,29.2214
1429,KAT,-35.0714,173.277
1430,KAW,10.0472,98.5408
1431,KAX,-27.8667,114.133
1432,KBC,66.2667,-145.8
1433,KBL,34.5642,69.2094
1434,KBP,50.3405,30.9025
1435,KBR,6.1683,102.293
1436,KBV,7.98237,98.8406
1437,KCA,41.5667,82.7333
1438,KCC,56.014,-132.826
1439,KCF,30.4419,69.3597
1440,KCG,56.3173,-158.596
1441,KCH,1.485,110.342
1442,KCL,56.3065,-158.537
1443,KCM,37.5907,36.9414
1444,KCQ,56.3119,-158.362
1445,KCZ,33.5468,133.672
1446,KDH,31.5069,65.8475
1447,KDI,-4.0811,122.417
1448,KDL,59.0013,22.8181
1449,KDM,6.56889,-7.71056
1450,KDO,5.22745,73.0989
1451,KDU,35.3,75.6333
1452,KDV,-19.05,178.217
1453,KEB,41.0833,-92.4583
1454,KEF,63.9853,-22.6042
1455,KEJ,55.3227,86.0229
1456,KEK,59.3516,-157.48
1457,KEM,65.7786,24.5814
1458,KEP,28,81.6333
1459,KER,30.2633,56.9583
1460,KET,21.3014,99.6378
1461,KEW,62.3587,-96.5821
1462,KFA,16.5889,-11.4053
1463,KFP,54.85,-163.417
1464,KGA,-5.9,22.4706
1465,KGC,-35.7158,137.521
1466,KGD,54.8056,21.3394
1467,KGE,5.88333,116.75
1468,KGF,49.6671,73.3303
1469,KGI,-30.7896,121.461
1470,KGK,59.7266,-157.26
1471,KGL,-1.9678,30.14
1472,KGP,62.1906,74.5339
1473,KGS,36.7956,27.0917
1474,KGX,62.9053,-160.067
1475,KHG,39.5415,76.0176
1476,KHH,22.5698,120.345
1477,KHI,24.8984,67.1518
1478,KHM,11.9848,104.984
1479,KHN,28.6316,115.931
1480,KHS,26.1733,56.2403
1481,KHV,48.5241,135.171
1482,KHY,38.5556,44.9958
1483,KHZ,-17.6902,-149.376
1484,KID,55.9241,14.0819
1485,KIF,53.0308,-89.8335
1486,KIH,26.5267,53.9817
1487,KIJ,37.9553,139.113
1488,KIK,35.4681,44.3536
1489,KIM,-28.8014,24.7639
1490,KIN,17.9305,-76.7898
1491,KIR,52.1767,-9.5333
1492,KIS,-0.0861,34.7278
1493,KIT,36.261,22.9993
1494,KIV,46.9296,28.9389
1495,KIX,34.4295,135.244
1496,KJA,56.1688,92.4987
1497,KKA,64.9311,-161.16
1498,KKB,58.1869,-152.375
1499,KKC,16.465,102.791
1500,KKD,-8.94828,148.314
1501,KKE,-35.2584,173.908
1502,KKH,62.8903,-149.054
1503,KKI,60.9057,-161.424
1504,KKJ,33.839,131.033
1505,KKN,69.726,29.8958
1506,KKR,-17.6902,-149.376
1507,KKU,58.8167,-158.55
1508,KLG,61.5382,-160.314
1509,KLH,16.6667,74.3333
1510,KLL,59.1126,-156.856
1511,KLN,57.5383,-153.98
1512,KLO,11.6828,122.377
1513,KLR,56.678,16.2856
1514,KLU,46.6428,14.3429
1515,KLV,50.2009,12.9149
1516,KLW,55.5743,-133.064
1517,KLX,37.0678,22.0267
1518,KMA,-7.9636,145.77
1519,KMC,57.1333,-153.2
1520,KME,-2.4614,28.9092
1521,KMG,24.966,102.733
1522,KMI,31.8771,131.449
1523,KMJ,32.8346,130.849
1524,KMO,58.9817,-159.058
1525,KMQ,36.394,136.408
1526,KMS,6.7172,-1.5911
1527,KMV,23.1869,94.0556
1528,KMY,57,-154.167
1529,KND,-2.9225,25.9139
1530,KNF,51.3667,-0.283333
1531,KNG,-2.29861,134.059
1532,KNH,24.4583,118.376
1533,KNK,59.4333,-154.85
1534,KNQ,-21,164.675
1535,KNS,-39.8797,143.881
1536,KNU,26.4414,80.3656
1537,KNW,59.4513,-157.317
1538,KNX,-15.7756,128.715
1539,KOA,19.7334,-156.039
1540,KOC,32.4981,-89.8925
1541,KOE,-10.1739,123.658
1542,KOI,58.9549,-2.9026
1543,KOJ,31.8,130.718
1544,KOK,63.7211,23.1438
1545,KOP,17.404,104.771
1546,KOT,63.0328,-163.554
1547,KOU,21.3602,-157.919
1548,KOW,25.8224,114.907
1549,KOY,47.902,-112.265
1550,KOZ,62.8903,-149.054
1551,KPB,56.3502,-133.622
1552,KPC,65.2544,-166.856
1553,KPN,59.9371,-164.041
1554,KPO,35.9847,129.419
1555,KPR,58.4833,-152.583
1556,KPV,55.9122,-159.154
1557,KPY,58.743,-154.96
1558,KQA,54.1271,-165.889
1559,KRF,63.0478,17.7633
1560,KRI,-6.65619,145.859
1561,KRK,50.0741,19.8011
1562,KRL,41.7333,86.15
1563,KRN,67.8239,20.3389
1564,KRP,56.3028,9.1141
1565,KRR,45.0441,39.1442
1566,KRS,58.1988,8.07792
1567,KRT,15.5917,32.5533
1568,KRY,45.5726,84.8891
1569,KSA,5.3183,162.97
1570,KSC,48.6548,21.2487
1571,KSD,59.444,13.3435
1572,KSF,51.4066,9.37722
1573,KSH,34.3489,47.1572
1574,KSJ,35.3903,26.9371
1575,KSL,15.3833,36.3236
1576,KSM,62.0503,-163.179
1577,KSN,53.2297,63.6038
1578,KSO,40.4508,21.2733
1579,KSQ,38.8042,65.7717
1580,KSU,63.1137,7.82585
1581,KSY,40.5828,43.0675
1582,KSZ,61.2165,46.6936
1583,KTA,-20.7108,116.776
1584,KTB,55.6833,-132.529
1585,KTE,4.5378,103.428
1586,KTM,27.6969,85.3594
1587,KTN,55.354,-131.706
1588,KTS,65.3333,-166.483
1589,KTT,67.695,24.8508
1590,KTW,50.4819,19.0772
1591,KUA,3.7747,103.21
1592,KUD,33.0758,75.2973
1593,KUF,53.5067,50.166
1594,KUG,-31.875,136.081
1595,KUH,43.043,144.194
1596,KUK,60.8953,-162.517
1597,KUL,2.77859,101.689
1598,KUN,54.9863,24.0512
1599,KUO,63.0071,27.7979
1600,KUS,65.5667,-37.1167
1601,KUT,32.507,45.8217
1602,KUU,31.8729,77.1482
1603,KUV,35.9017,126.618
1604,KVA,40.915,24.6203
1605,KVB,58.4529,13.9643
1606,KVC,55.0667,-162.317
1607,KVD,40.6844,46.3488
1608,KVG,-2.5806,150.807
1609,KVK,67.5757,33.5691
1610,KVL,67.7333,-164.667
1611,KVR,49.1825,-0.45906
1612,KWA,8.7147,167.727
1613,KWE,26.9015,106.585
1614,KWI,29.2442,47.9748
1615,KWJ,35.125,126.811
1616,KWK,59.9077,-163.026
1617,KWL,25.1921,110.305
1618,KWM,-15.4878,141.76
1619,KWN,59.7511,-161.908
1620,KWP,57.7696,-153.554
1621,KWT,60.8,-161.45
1622,KWZ,-10.7667,25.5069
1623,KXA,55.5,-132.5
1624,KXF,-17.3167,179.383
1625,KXK,50.4029,136.946
1626,KXU,-16.4333,-1.36667
1627,KYA,37.9797,32.5622
1628,KYK,57.5645,-154.454
1629,KYN,52.8833,-1.97685
1630,KYP,19.4267,93.5347
1631,KYS,14.4319,-11.4397
1632,KYU,64.9,-157.7
1633,KYZ,51.6636,94.1494
1634,KZB,57.55,-153.75
1635,KZI,40.2886,21.8419
1636,KZN,55.6014,49.2751
1637,KZO,44.8172,65.5435
1638,KZS,36.1355,29.5754
1639,LAD,-8.8547,13.2342
1640,LAE,-6.5672,146.725
1641,LAI,48.756,-3.47109
1642,LAJ,-27.7831,-50.2825
1643,LAK,68.2332,-134.96
1644,LAN,42.7728,-84.5888
1645,LAO,18.1797,120.529
1646,LAP,24.0722,-110.362
1647,LAQ,32.76,21.7616
1648,LAR,37.8527,-76.517
1649,LAS,36.0806,-115.143
1650,LAU,-2.25,40.8333
1651,LAW,34.573,-98.4135
1652,LAX,33.9456,-118.391
1653,LBA,53.8685,-1.66123
1654,LBB,33.6566,-101.821
1655,LBC,53.8061,10.7032
1656,LBD,40.2833,69.6167
1657,LBE,40.2728,-79.4056
1658,LBF,41.1333,-100.705
1659,LBJ,-8.51667,119.883
1660,LBL,37.0446,-100.952
1661,LBP,3.18333,115.45
1662,LBS,-16.5729,179.265
1663,LBU,5.3,115.249
1664,LBV,0.4592,9.4153
1665,LCA,34.8789,33.6303
1666,LCE,15.7433,-86.8528
1667,LCG,43.3026,-8.37867
1668,LCH,30.1235,-93.2198
1669,LCJ,51.7217,19.3989
1670,LCK,39.8176,-82.936
1671,LCR,-0.73333,-73.0167
1672,LCX,19.3542,-99.2925
1673,LCY,51.5039,0.04981
1674,LDB,-23.3297,-51.1361
1675,LDE,43.1857,0.00346
1676,LDG,64.9029,45.708
1677,LDH,-31.5392,159.08
1678,LDN,27.3,86.75
1679,LDU,5.0319,118.324
1680,LDV,48.5303,-4.1508
1681,LDY,55.0402,-7.156
1682,LEA,-22.233,114.092
1683,LEB,43.6249,-72.3087
1684,LED,59.9667,30.3
1685,LEH,40.3897,-111.847
